track_number,explicit,artist_popularity,artist_followers,artist_genres,album_id,album_release_date,album_total_tracks,album_type,track_duration_min,release_year,release_month,is_hit,duration_level,track_duration_sq,is_short_song,song_age,is_recent_song,release_season,artist_followers_log,artist_is_popular,artist_power_score,is_single_album,is_lead_track,track_position_ratio,genre_count,genre_pop,genre_rap,genre_rock,genre_hip_hop,genre_dance,genre_latin,artist_pop_x_followers,duration_x_artist_pop,explicit_x_artist_pop
4,True,77,2812821,moombahton,5QRFnGnBeMGePBKF2xTz5z,2025-10-31,9,album,1.55,2025,10,0,Short,2.4025000000000003,1,1,1,Fall,14.849698807830348,1,1143.4268082029369,0,0,0.4444444444444444,1,0,0,0,0,0,0,1143.4268082029369,119.35000000000001,77
1,True,64,2363438,"country hip hop, southern hip hop",4SUmmwnv0xTjRcLdjczGg2,2025-10-31,1,single,3.07,2025,10,0,Medium,9.4249,0,1,1,Fall,14.675628319701067,0,939.2402124608683,1,1,1.0,2,0,0,0,1,0,0,939.2402124608683,196.48,64
1,True,48,193302,,3E3zEAL8gUYWaLYB9L7gbp,2025-10-31,1,single,2.55,2025,10,0,Medium,6.5024999999999995,0,1,1,Fall,12.172014184993216,0,584.2566808796744,1,1,1.0,1,0,0,0,0,0,0,584.2566808796744,122.39999999999999,48
8,True,77,2813710,moombahton,5QRFnGnBeMGePBKF2xTz5z,2025-10-31,9,album,1.69,2025,10,0,Short,2.8560999999999996,1,1,1,Fall,14.85001481060058,1,1143.4511404162447,0,0,0.8888888888888888,1,0,0,0,0,0,0,1143.4511404162447,130.13,77
2,True,48,8682,dark r&b,06FDIpSHYmZAZoyuYtc7kd,2025-10-30,2,single,2.39,2025,10,0,Short,5.7121,1,1,1,Fall,9.069122370060645,0,435.31787376291095,1,0,1.0,1,0,0,0,0,0,0,435.31787376291095,114.72,48
1,False,46,7218,dark r&b,2NQv9p3ZQW0Ed1LB9enix8,2025-10-30,3,single,2.76,2025,10,0,Medium,7.617599999999999,0,1,1,Fall,8.88447171813916,0,408.68569903440135,0,1,0.3333333333333333,1,0,0,0,0,0,0,408.68569903440135,126.96,0
1,False,30,1657,,1PpuOsLjPWshDLxkr0oHeU,2025-10-30,1,single,4.12,2025,10,0,Long,16.9744,0,1,1,Fall,7.4133673356952405,0,222.40102007085721,1,1,1.0,1,0,0,0,0,0,0,222.40102007085721,123.60000000000001,0
1,False,49,8802,dark r&b,06FDIpSHYmZAZoyuYtc7kd,2025-10-30,2,single,2.53,2025,10,0,Medium,6.400899999999999,0,1,1,Fall,9.082847851460906,0,445.0595447215844,1,1,0.5,1,0,0,0,0,0,0,445.0595447215844,123.96999999999998,0
1,False,6,475,,60DLQZkzpvDvVfvEC6VOJM,2025-10-30,2,single,2.92,2025,10,0,Medium,8.526399999999999,0,1,1,Fall,6.16541785423142,0,36.99250712538852,1,1,0.5,1,0,0,0,0,0,0,36.99250712538852,17.52,0
1,True,48,154802,"nigerian drill, alté, afro adura, afrobeats, afrobeat, afroswing",3ARxksm8CspGeAaZZB1v2w,2025-10-28,1,single,2.4,2025,10,0,Short,5.76,1,1,1,Fall,11.949908619794938,0,573.595613750157,1,1,1.0,6,0,0,0,0,0,0,573.595613750157,115.19999999999999,48
1,False,25,814,,0DHsJaaMzbygWosCjYk37t,2025-10-25,4,single,2.49,2025,10,0,Short,6.200100000000001,1,1,1,Fall,6.703188113240863,0,167.57970283102156,0,1,0.25,1,0,0,0,0,0,0,167.57970283102156,62.25000000000001,0
1,False,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,2025-10-24,14,album,2.89,2025,10,0,Medium,8.3521,0,1,1,Fall,9.534378481388618,0,438.58141014387644,0,1,0.07142857142857142,1,1,0,0,0,0,0,438.58141014387644,132.94,0
5,False,85,11137714,,115s3YJqm6iLblABdjtgzQ,2025-10-24,12,album,4.41,2025,10,0,Long,19.4481,0,1,1,Fall,16.225847654727517,1,1379.197050651839,0,0,0.4166666666666667,1,0,0,0,0,0,0,1379.197050651839,374.85,0
2,True,17,3567,,0liPj9Le4hvoMJQhYOi5kP,2025-10-24,6,single,2.05,2025,10,0,Short,4.2025,1,1,1,Fall,8.1797604936999,0,139.0559283928983,0,0,0.3333333333333333,1,0,0,0,0,0,0,139.0559283928983,34.849999999999994,17
11,False,46,13590,c-pop,54XcHEnJ2BKMOzkeRrRubu,2025-10-24,14,album,4.25,2025,10,0,Long,18.0625,0,1,1,Fall,9.517163087955348,0,437.789502045946,0,0,0.7857142857142857,1,1,0,0,0,0,0,437.789502045946,195.5,0
2,True,74,735818,,6ph5zbGAudn0EKyw3vXbXM,2025-10-24,7,single,2.75,2025,10,0,Medium,7.5625,0,1,1,Fall,13.508739443553726,1,999.6467188229757,0,0,0.2857142857142857,1,0,0,0,0,0,0,999.6467188229757,203.5,74
1,False,23,1518,,7IE6vOcDUge35P3SGJhzJk,2025-10-24,1,single,2.73,2025,10,0,Medium,7.4529,0,1,1,Fall,7.325807502595773,0,168.49357255970278,1,1,1.0,1,0,0,0,0,0,0,168.49357255970278,62.79,0
3,False,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,2025-10-24,14,album,2.92,2025,10,0,Medium,8.526399999999999,0,1,1,Fall,9.534378481388618,0,438.58141014387644,0,0,0.21428571428571427,1,1,0,0,0,0,0,438.58141014387644,134.32,0
1,False,3,364,,0urpaXU8WR1FqEEvaD1UaN,2025-10-24,1,single,2.91,2025,10,0,Medium,8.468100000000002,0,1,1,Fall,5.8998973535824915,0,17.699692060747473,1,1,1.0,1,0,0,0,0,0,0,17.699692060747473,8.73,0
1,False,23,13770,,28UXdTnzMDGwX0Lu2xi5Xo,2025-10-24,1,single,2.43,2025,10,0,Short,5.9049000000000005,1,1,1,Fall,9.530320210727126,0,219.1973648467239,1,1,1.0,1,0,0,0,0,0,0,219.1973648467239,55.89,0
1,False,35,729,,2elo6qnwOjghfLHF1V1Fo5,2025-10-24,1,single,2.91,2025,10,0,Medium,8.468100000000002,0,1,1,Fall,6.593044534142437,0,230.7565586949853,1,1,1.0,1,0,0,0,0,0,0,230.7565586949853,101.85000000000001,0
1,False,67,3134186,"pop punk, emo",6KhlAeMS2m3pCXpKcOH4f9,2025-10-24,4,single,3.78,2025,10,0,Medium,14.2884,0,1,1,Fall,14.957880368273742,0,1002.1779846743407,0,1,0.25,2,1,0,0,0,0,0,1002.1779846743407,253.26,0
1,False,17,543,,4qztrns4MDwGFLHsWmFoB8,2025-10-24,3,single,4.26,2025,10,0,Long,18.147599999999997,0,1,1,Fall,6.298949246855942,0,107.08213719655102,0,1,0.3333333333333333,1,0,0,0,0,0,0,107.08213719655102,72.42,0
2,True,74,1378935,,75FM00r9Lgdi0YHv7vvzzB,2025-10-24,14,album,2.82,2025,10,0,Medium,7.952399999999999,0,1,1,Fall,14.136822745256092,1,1046.1248831489509,0,0,0.14285714285714285,1,0,0,0,0,0,0,1046.1248831489509,208.67999999999998,74
1,True,24,166,,2oLtKEcuXiyWnsuHIUlNTF,2025-10-24,1,single,2.62,2025,10,0,Medium,6.864400000000001,0,1,1,Fall,5.117993812416755,0,122.83185149800212,1,1,1.0,1,0,0,0,0,0,0,122.83185149800212,62.88,24
14,False,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,2025-10-24,14,album,3.26,2025,10,0,Medium,10.6276,0,1,1,Fall,9.534378481388618,0,438.58141014387644,0,0,1.0,1,1,0,0,0,0,0,438.58141014387644,149.95999999999998,0
1,True,23,1982,,5ywdzunlKaIQX3nEt0iGAk,2025-10-24,1,single,2.89,2025,10,0,Medium,8.3521,0,1,1,Fall,7.592366128519796,0,174.62442095595532,1,1,1.0,1,0,0,0,0,0,0,174.62442095595532,66.47,23
1,False,25,722,,1a8W5aTsPfvsHhEG4xrdrH,2025-10-24,2,single,2.4,2025,10,0,Short,5.76,1,1,1,Fall,6.583409222158765,0,164.58523055396913,1,1,0.5,1,0,0,0,0,0,0,164.58523055396913,60.0,0
1,False,32,1496,,21HfXluFe7g9btMxurTERv,2025-10-24,1,single,3.58,2025,10,0,Medium,12.8164,0,1,1,Fall,7.311218384419629,0,233.95898830142812,1,1,1.0,1,0,0,0,0,0,0,233.95898830142812,114.56,0
1,False,6,84,,7zczAwbjqQLYRHG3Dsv2CC,2025-10-24,1,single,3.85,2025,10,0,Medium,14.822500000000002,0,1,1,Fall,4.442651256490317,0,26.6559075389419,1,1,1.0,1,0,0,0,0,0,0,26.6559075389419,23.1,0
1,False,34,1693,,4lsCek3wJDt94Ckqt4EBe7,2025-10-24,1,single,2.37,2025,10,0,Short,5.6169,1,1,1,Fall,7.434847875211999,0,252.78482775720798,1,1,1.0,1,0,0,0,0,0,0,252.78482775720798,80.58,0
1,False,45,27570,,3sco42g8ybU4RLqlVMurLE,2025-10-23,1,single,3.25,2025,10,0,Medium,10.5625,0,1,1,Fall,10.22451977466945,0,460.1033898601252,1,1,1.0,1,0,0,0,0,0,0,460.1033898601252,146.25,0
1,False,20,1073,,26dDnkGL1FF3z1AsEBad3p,2025-10-22,1,single,3.07,2025,10,0,Medium,9.4249,0,1,1,Fall,6.97914527506881,0,139.58290550137622,1,1,1.0,1,0,0,0,0,0,0,139.58290550137622,61.4,0
1,False,30,2891,,4nqRc4Bxdhrr49RmHWkFus,2025-10-21,5,single,2.41,2025,10,0,Short,5.8081000000000005,1,1,1,Fall,7.969703583278656,0,239.09110749835966,0,1,0.2,1,0,0,0,0,0,0,239.09110749835966,72.30000000000001,0
2,False,30,2896,,4nqRc4Bxdhrr49RmHWkFus,2025-10-21,5,single,1.48,2025,10,0,Short,2.1904,1,1,1,Fall,7.9714309977693505,0,239.14292993308052,0,0,0.4,1,0,0,0,0,0,0,239.14292993308052,44.4,0
1,False,18,200,,2kepsE9qO2QRTLCsF1byjn,2025-10-20,1,single,3.26,2025,10,0,Medium,10.6276,0,1,1,Fall,5.303304908059076,0,95.45948834506336,1,1,1.0,1,0,0,0,0,0,0,95.45948834506336,58.67999999999999,0
5,False,13,119,,179fPnGB9pMjUUH2pT02o0,2025-10-19,9,album,3.94,2025,10,0,Medium,15.5236,0,1,1,Fall,4.787491742782046,0,62.2373926561666,0,0,0.5555555555555556,1,0,0,0,0,0,0,62.2373926561666,51.22,0
2,False,27,54636,,4Z53gLriAjTmR7DQr1LRY4,2025-10-17,3,single,2.95,2025,10,0,Medium,8.7025,0,1,1,Fall,10.908466587905721,0,294.5285978734545,0,0,0.6666666666666666,1,0,0,0,0,0,0,294.5285978734545,79.65,0
1,False,58,146944,slap house,1jO43qFvbxg7hdp2LgMmyw,2025-10-17,1,single,2.37,2025,10,0,Short,5.6169,1,1,1,Fall,11.897813646089562,0,690.0731914731946,1,1,1.0,1,0,0,0,0,0,0,690.0731914731946,137.46,0
3,True,84,9509731,"neo-psychedelic, indie",5WulAOx9ilWy1h8UGZ1gkI,2025-10-17,12,album,3.42,2025,10,0,Medium,11.696399999999999,0,1,1,Fall,16.067826253262236,1,1349.697405274028,0,0,0.25,2,0,0,0,0,0,0,1349.697405274028,287.28,84
1,True,77,2812337,moombahton,5oq9z5XNldcl7wTiEamVvo,2025-10-17,4,single,2.88,2025,10,0,Medium,8.2944,0,1,1,Fall,14.849526723835869,1,1143.4135577353618,0,1,0.25,1,0,0,0,0,0,0,1143.4135577353618,221.76,77
1,False,50,7219,hypertechno,5OPlNhEIlxUifin4l0gPL6,2025-10-17,1,single,2.08,2025,10,0,Short,4.3264000000000005,1,1,1,Fall,8.884610231886873,0,444.2305115943436,1,1,1.0,1,0,0,0,0,0,0,444.2305115943436,104.0,0
1,False,1,177,,0jFDIZgcya0j2cfR17izT9,2025-10-17,1,single,2.21,2025,10,0,Short,4.8841,1,1,1,Fall,5.181783550292085,0,5.181783550292085,1,1,1.0,1,0,0,0,0,0,0,5.181783550292085,2.21,0
1,False,49,19306,,0Kil1i9WrmbacxToZg8qk9,2025-10-17,1,single,2.65,2025,10,0,Medium,7.0225,0,1,1,Fall,9.868223003435817,0,483.54292716835505,1,1,1.0,1,0,0,0,0,0,0,483.54292716835505,129.85,0
1,True,73,1204977,,5tmaU5xBUYQYr2VkWhokIb,2025-10-17,1,single,5.28,2025,10,0,Long,27.878400000000003,0,1,1,Fall,14.001971867478815,1,1022.1439463259535,1,1,1.0,1,0,0,0,0,0,0,1022.1439463259535,385.44,73
1,False,17,1068,,7xpJHorbY32dNwaRlBgXC5,2025-10-17,1,single,3.77,2025,10,0,Medium,14.2129,0,1,1,Fall,6.974478911025045,0,118.56614148742577,1,1,1.0,1,0,0,0,0,0,0,118.56614148742577,64.09,0
1,False,66,306842,house,1jmVSpWhzD8vciWg2Qtd5V,2025-10-17,1,single,2.96,2025,10,0,Medium,8.7616,0,1,1,Fall,12.634091495107956,0,833.8500386771251,1,1,1.0,1,0,0,0,0,0,0,833.8500386771251,195.35999999999999,0
1,True,31,5701,,5XWqunjy0GiCQIOLtEyuyr,2025-10-17,1,single,2.86,2025,10,0,Medium,8.179599999999999,0,1,1,Fall,8.648572269472618,0,268.1057403536512,1,1,1.0,1,0,0,0,0,0,0,268.1057403536512,88.66,31
1,False,59,130408,dark r&b,5eudqcLVRKtOtQdlHQ2yrm,2025-10-16,1,single,2.69,2025,10,0,Medium,7.2360999999999995,0,1,1,Fall,11.778430944497938,0,694.9274257253784,1,1,1.0,1,0,0,0,0,0,0,694.9274257253784,158.71,0
1,False,53,1161,,2U1CbDdkzsZ8noUsraKsoq,2025-10-16,1,single,2.5,2025,10,0,Short,6.25,0,1,1,Fall,7.057897937411856,0,374.06859068282836,1,1,1.0,1,0,0,0,0,0,0,374.06859068282836,132.5,0
1,False,50,247771,"sholawat, khaleeji",18hYLYMgQLsJiAso2Kok7w,2025-10-15,1,single,3.88,2025,10,0,Medium,15.0544,0,1,1,Fall,12.420264247442555,0,621.0132123721278,1,1,1.0,2,0,0,0,0,0,0,621.0132123721278,194.0,0
1,True,81,10638942,,3FLlai6YTV9IwCU0KolG1w,2025-10-14,1,single,1.84,2025,10,1,Short,3.3856,1,1,1,Fall,16.180031694837755,1,1310.5825672818582,1,1,1.0,1,0,0,0,0,0,0,1310.5825672818582,149.04000000000002,81
1,True,10,218,,17Jly2HpndZXgnbRZediYa,2025-10-14,1,single,2.87,2025,10,0,Medium,8.2369,0,1,1,Fall,5.389071729816501,0,53.89071729816501,1,1,1.0,1,0,0,0,0,0,0,53.89071729816501,28.700000000000003,10
1,True,14,297,,3yNBj3T5eLzUUwNvSDTJGc,2025-10-13,1,single,3.26,2025,10,0,Medium,10.6276,0,1,1,Fall,5.697093486505405,0,79.75930881107567,1,1,1.0,1,0,0,0,0,0,0,79.75930881107567,45.64,14
1,True,76,9673984,,3vz6TtkNMj2rdOIsJsTA3I,2025-10-13,1,single,2.81,2025,10,0,Medium,7.896100000000001,0,1,1,Fall,16.084950881816003,1,1222.4562670180162,1,1,1.0,1,0,0,0,0,0,0,1222.4562670180162,213.56,76
1,False,87,27141717,edm,39FHrt5YWp4HY7dHDn8Owz,2025-10-10,2,single,3.3,2025,10,0,Medium,10.889999999999999,0,1,1,Fall,17.116582511767696,1,1489.1426785237895,1,1,0.5,1,0,0,0,0,0,0,1489.1426785237895,287.09999999999997,0
1,False,18,1263,hipdut,5IewtRLurwyZX1ymMd423l,2025-10-10,1,single,3.5,2025,10,0,Medium,12.25,0,1,1,Fall,7.142036574706803,0,128.55665834472245,1,1,1.0,1,0,0,0,0,0,0,128.55665834472245,63.0,0
1,False,23,445,big room,1FgfwzQy0rltxdT9ALU34H,2025-10-10,1,single,3.03,2025,10,0,Medium,9.1809,0,1,1,Fall,6.100318952020064,0,140.30733589646147,1,1,1.0,1,0,0,0,0,0,0,140.30733589646147,69.69,0
1,False,19,290,,22vb50tbm97kkhmvCvnsik,2025-10-10,1,single,4.4,2025,10,0,Long,19.360000000000003,0,1,1,Fall,5.673323267171493,0,107.79314207625836,1,1,1.0,1,0,0,0,0,0,0,107.79314207625836,83.60000000000001,0
1,True,77,8986062,melodic rap,0UGixmRqK86q9d6T0kAFnv,2025-10-10,1,single,2.78,2025,10,0,Medium,7.728399999999999,0,1,1,Fall,16.01118537949352,1,1232.861274221001,1,1,1.0,1,0,1,0,0,0,0,1232.861274221001,214.05999999999997,77
1,False,43,17999,,1HH8fxqDDNMlKm2T5C7EuF,2025-10-10,1,single,3.12,2025,10,0,Medium,9.7344,0,1,1,Fall,9.798127036878302,0,421.319462585767,1,1,1.0,1,0,0,0,0,0,0,421.319462585767,134.16,0
1,False,20,114,,63iDybCEILGBowdFohSeSP,2025-10-10,1,single,3.07,2025,10,0,Medium,9.4249,0,1,1,Fall,4.74493212836325,0,94.898642567265,1,1,1.0,1,0,0,0,0,0,0,94.898642567265,61.4,0
1,False,20,7785,,7ccsvL6dhojh3gW8ViZusg,2025-10-10,1,single,2.22,2025,10,0,Short,4.928400000000001,1,1,1,Fall,8.960082528170402,0,179.20165056340804,1,1,1.0,1,0,0,0,0,0,0,179.20165056340804,44.400000000000006,0
10,False,78,4761364,bedroom pop,12Lig9oAX9nvpWHft5cHgF,2025-10-10,31,album,3.07,2025,10,0,Medium,9.4249,0,1,1,Fall,15.376044949804346,1,1199.331506084739,0,0,0.3225806451612903,1,1,0,0,0,0,0,1199.331506084739,239.45999999999998,0
1,False,70,223449,,03loS7NR32bzSoH06Z2ESq,2025-10-10,1,single,2.73,2025,10,0,Medium,7.4529,0,1,1,Fall,12.316942954361597,1,862.1860068053118,1,1,1.0,1,0,0,0,0,0,0,862.1860068053118,191.1,0
1,False,66,182377,,5pIGU5FZ74YPdUrBdk9lcC,2025-10-10,3,single,3.61,2025,10,0,Medium,13.0321,0,1,1,Fall,12.113836735312823,0,799.5132245306463,0,1,0.3333333333333333,1,0,0,0,0,0,0,799.5132245306463,238.26,0
9,False,17,4,,3Mrg0RD2DiR7ma3u3lb5zT,2025-10-10,9,album,2.72,2025,10,0,Medium,7.398400000000001,0,1,1,Fall,1.6094379124341003,0,27.360444511379704,0,0,1.0,1,0,0,0,0,0,0,27.360444511379704,46.24,0
1,False,73,7282227,k-pop,3LOalJiwqPsviLuoNboNfc,2025-10-10,1,single,3.02,2025,10,1,Medium,9.1204,0,1,1,Fall,15.800947417307015,1,1153.469161463412,1,1,1.0,1,1,0,0,0,0,0,1153.469161463412,220.46,0
1,False,13,5,,6zU3BVqu50xiQRhlW5Gr2A,2025-10-10,1,single,3.13,2025,10,0,Medium,9.796899999999999,0,1,1,Fall,1.791759469228055,0,23.292873099964716,1,1,1.0,1,0,0,0,0,0,0,23.292873099964716,40.69,0
1,False,5,429,,77C5CilG76Vovcb3mtKi09,2025-10-10,1,single,3.02,2025,10,0,Medium,9.1204,0,1,1,Fall,6.063785208687608,0,30.31892604343804,1,1,1.0,1,0,0,0,0,0,0,30.31892604343804,15.1,0
1,False,28,631,"hypertechno, melbourne bounce",1B1i85DEAvHLXu7FefdggZ,2025-10-10,1,single,2.75,2025,10,0,Medium,7.5625,0,1,1,Fall,6.448889394146858,0,180.568903036112,1,1,1.0,2,0,0,0,0,0,0,180.568903036112,77.0,0
1,True,7,308,,7l4BqichAiJVxsXmUcI2zh,2025-10-10,1,single,2.91,2025,10,0,Medium,8.468100000000002,0,1,1,Fall,5.733341276897746,0,40.13338893828422,1,1,1.0,1,0,0,0,0,0,0,40.13338893828422,20.37,7
1,False,54,11283,hard techno,3XuFyvJmX0CF4IlrGvkA9r,2025-10-10,1,single,2.45,2025,10,0,Short,6.002500000000001,1,1,1,Fall,9.331141072121888,0,503.88161789458195,1,1,1.0,1,0,0,0,0,0,0,503.88161789458195,132.3,0
1,False,24,435,,4kgNI75BjnV2XiaOMvegxl,2025-10-10,1,single,3.2,2025,10,0,Medium,10.240000000000002,0,1,1,Fall,6.077642243349034,0,145.86341384037684,1,1,1.0,1,0,0,0,0,0,0,145.86341384037684,76.80000000000001,0
1,False,48,193279,,3qBIUlNmeUWR1ZMdkHYpTi,2025-10-10,1,single,2.92,2025,10,0,Medium,8.526399999999999,0,1,1,Fall,12.171895193728588,0,584.2509692989722,1,1,1.0,1,0,0,0,0,0,0,584.2509692989722,140.16,0
1,False,32,37,,1YpdA0q2CSLfAbPo24jED8,2025-10-09,1,single,2.63,2025,10,0,Medium,6.916899999999999,0,1,1,Fall,3.6375861597263857,0,116.40275711124434,1,1,1.0,1,0,0,0,0,0,0,116.40275711124434,84.16,0
1,False,19,2633,,6u5ctfBfLmlulyYDHhytqM,2025-10-08,1,single,2.21,2025,10,0,Short,4.8841,1,1,1,Fall,7.876258882303226,0,149.6489187637613,1,1,1.0,1,0,0,0,0,0,0,149.6489187637613,41.99,0
1,True,18,435,,3cE0fQECVV51zi5yyXiTNE,2025-10-06,1,single,2.41,2025,10,0,Short,5.8081000000000005,1,1,1,Fall,6.077642243349034,0,109.39756038028261,1,1,1.0,1,0,0,0,0,0,0,109.39756038028261,43.38,18
1,False,100,145443567,"country, pop, indie, folk",1W57oNaAkGObOQKBTxg4e9,2025-10-03,12,album,3.76,2025,10,1,Medium,14.137599999999999,0,1,1,Fall,18.795298720545773,1,1879.5298720545773,0,1,0.08333333333333333,4,1,0,0,0,0,0,1879.5298720545773,376.0,0
12,True,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,4.02,2025,10,1,Long,16.160399999999996,0,1,1,Fall,18.79561359723439,1,1879.561359723439,0,0,1.0,4,1,0,0,0,0,0,1879.561359723439,401.99999999999994,100
1,False,58,146969,slap house,49vfE41auPohus34Iino7x,2025-10-03,1,single,3.25,2025,10,0,Medium,10.5625,0,1,1,Fall,11.897983763300731,0,690.0830582714424,1,1,1.0,1,0,0,0,0,0,0,690.0830582714424,188.5,0
1,False,26,13179,jazz rap,4YQutKXfSCLw7qJc4pITv4,2025-10-03,1,single,2.15,2025,10,0,Short,4.6225,1,1,1,Fall,9.486455808056498,0,246.64785100946892,1,1,1.0,1,0,1,0,0,0,0,246.64785100946892,55.9,0
1,False,15,48,,0fnBDKarUBIEuXZJT0r6DZ,2025-10-03,1,single,3.19,2025,10,0,Medium,10.1761,0,1,1,Fall,3.8918202981106265,0,58.3773044716594,1,1,1.0,1,0,0,0,0,0,0,58.3773044716594,47.85,0
1,False,37,6199,"melodic bass, future bass",5iaL4PoBJLEe9khqnoMgOu,2025-10-03,1,single,3.45,2025,10,0,Medium,11.902500000000002,0,1,1,Fall,8.732304571033183,0,323.09526912822776,1,1,1.0,2,0,0,0,0,0,0,323.09526912822776,127.65,0
1,True,28,405,chicago drill,6OjZR1Cvok6hYjmtOlZYwQ,2025-10-03,1,single,2.9,2025,10,0,Medium,8.41,0,1,1,Fall,6.0063531596017325,0,168.17788846884852,1,1,1.0,1,0,0,0,0,0,0,168.17788846884852,81.2,28
2,False,11,54,,5kisseh1oMsVeVpbyWBV9L,2025-10-03,7,album,2.81,2025,10,0,Medium,7.896100000000001,0,1,1,Fall,4.007333185232471,0,44.08066503755718,0,0,0.2857142857142857,1,0,0,0,0,0,0,44.08066503755718,30.91,0
6,False,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.67,2025,10,1,Medium,13.4689,0,1,1,Fall,18.79497382700785,1,1879.4973827007852,0,0,0.5,4,1,0,0,0,0,0,1879.4973827007852,367.0,0
1,True,32,1844,"melodic bass, nightcore, bass music",7FnI6a9PZTUp70KZ6whfAm,2025-10-03,1,single,2.17,2025,10,0,Short,4.7089,1,1,1,Fall,7.520234556474628,0,240.64750580718808,1,1,1.0,3,0,0,0,0,0,0,240.64750580718808,69.44,32
3,False,100,145443567,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.92,2025,10,1,Medium,15.366399999999999,0,1,1,Fall,18.795298720545773,1,1879.5298720545773,0,0,0.25,4,1,0,0,0,0,0,1879.5298720545773,392.0,0
1,False,20,475,future house,0T13fYBtT1GpXgtdIiHcU8,2025-10-03,2,single,2.51,2025,10,0,Medium,6.300099999999999,0,1,1,Fall,6.16541785423142,0,123.30835708462841,1,1,0.5,1,0,0,0,0,0,0,123.30835708462841,50.199999999999996,0
11,True,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.02,2025,10,1,Medium,9.1204,0,1,1,Fall,18.79561359723439,1,1879.561359723439,0,0,0.9166666666666666,4,1,0,0,0,0,0,1879.561359723439,302.0,100
1,True,49,8741,dark r&b,5aLnMagPMABrEV5xexp5aJ,2025-10-03,2,single,2.23,2025,10,0,Short,4.9729,1,1,1,Fall,9.07589427542326,0,444.7188194957397,1,1,0.5,1,0,0,0,0,0,0,444.7188194957397,109.27,49
1,False,24,3776,,3qS8ON6xAgQy0IzS8ZxBGS,2025-10-03,1,single,2.49,2025,10,0,Short,6.200100000000001,1,1,1,Fall,8.236685322712457,0,197.68044774509897,1,1,1.0,1,0,0,0,0,0,0,197.68044774509897,59.760000000000005,0
7,True,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,2.72,2025,10,1,Medium,7.398400000000001,0,1,1,Fall,18.79497382700785,1,1879.4973827007852,0,0,0.5833333333333334,4,1,0,0,0,0,0,1879.4973827007852,272.0,100
1,True,20,5344,,4WZIszwKqggGyJvRiugyrS,2025-10-03,1,single,2.27,2025,10,0,Short,5.1529,1,1,1,Fall,8.583916823459145,0,171.6783364691829,1,1,1.0,1,0,0,0,0,0,0,171.6783364691829,45.4,20
10,True,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.52,2025,10,1,Medium,12.3904,0,1,1,Fall,18.79497382700785,1,1879.4973827007852,0,0,0.8333333333333334,4,1,0,0,0,0,0,1879.4973827007852,352.0,100
8,True,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.45,2025,10,1,Medium,11.902500000000002,0,1,1,Fall,18.79497382700785,1,1879.4973827007852,0,0,0.6666666666666666,4,1,0,0,0,0,0,1879.4973827007852,345.0,100
9,True,100,145443567,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,2.5,2025,10,1,Short,6.25,0,1,1,Fall,18.795298720545773,1,1879.5298720545773,0,0,0.75,4,1,0,0,0,0,0,1879.5298720545773,250.0,100
1,False,77,2201446,"stutter house, house",3dmu97DsoFpSptXPtJEzCJ,2025-10-03,1,single,3.65,2025,10,0,Medium,13.3225,0,1,1,Fall,14.604625429393488,1,1124.5561580632987,1,1,1.0,2,0,0,0,0,0,0,1124.5561580632987,281.05,0
3,False,83,13402920,country,40xQAz7RDjeznOtTYeEMLs,2025-10-03,3,single,3.69,2025,10,0,Medium,13.6161,0,1,1,Fall,16.41098322624047,1,1362.111607777959,0,0,1.0,1,0,0,0,0,0,0,1362.111607777959,306.27,0
5,True,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,4.1,2025,10,1,Long,16.81,0,1,1,Fall,18.79497382700785,1,1879.4973827007852,0,0,0.4166666666666667,4,1,0,0,0,0,0,1879.4973827007852,409.99999999999994,100
2,False,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,2025-10-03,12,album,3.47,2025,10,1,Medium,12.0409,0,1,1,Fall,18.79561359723439,1,1879.561359723439,0,0,0.16666666666666666,4,1,0,0,0,0,0,1879.561359723439,347.0,0
1,False,28,4401,,3RqIFGcrmoqWMV7t9S4lh2,2025-10-03,1,single,3.04,2025,10,0,Medium,9.2416,0,1,1,Fall,8.389814262086407,0,234.9147993384194,1,1,1.0,1,0,0,0,0,0,0,234.9147993384194,85.12,0
