track_number,track_popularity,explicit,artist_popularity,artist_followers,artist_genres,album_id,album_release_date,album_total_tracks,album_type,track_duration_min,release_year,release_month
1,82,False,77,3505794,afrobeats,22sXXkKgjEuawIFL1e1tRw,2023-07-28,1,single,3.33,2023,7
7,73,True,89,41107596,rap,18NOKLkZETa4sWwLMIm0UZ,2023-07-28,19,album,4.1,2023,7
5,56,True,86,47722935,"pop, hip hop, country",6r1lh7fHMB499vGKtIyJLy,2023-07-28,17,album,2.46,2023,7
4,54,True,85,47716988,"pop, hip hop, country",6r1lh7fHMB499vGKtIyJLy,2023-07-28,17,album,3.28,2023,7
1,73,True,74,4573539,"hyperpop, nightcore",0BkF8h20ihtHhQrvhg7b4E,2023-07-26,1,single,2.12,2023,7
1,54,False,38,10229,,41RuwzjS0LzzjlIPFttvAD,2023-07-24,1,single,2.11,2023,7
1,46,False,58,116368,,3Y1VOkLwQTMpERO9TveOws,2023-07-23,1,single,1.28,2023,7
16,47,False,64,424983,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,7.88,2023,7
5,44,False,87,60358474,"reggaeton, latin, urbano latino",0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.78,2023,7
1,38,False,52,78451,,1hcMAsc4rcjWvZ3rKPCkuH,2023-07-21,5,single,2.84,2023,7
9,46,False,74,2222327,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.36,2023,7
10,41,False,65,1436299,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,3.76,2023,7
7,44,False,84,9509731,"neo-psychedelic, indie",0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,1.46,2023,7
1,68,True,89,41107596,rap,10eNMeTimUzAKLhCOpIUlb,2023-07-21,1,single,3.08,2023,7
1,54,False,68,5739313,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.39,2023,7
4,58,False,64,425177,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,3.0,2023,7
13,42,False,82,16946293,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.76,2023,7
1,48,True,60,157326,"hard techno, hypertechno",3748XL91ovL1Tpni1BWAor,2023-07-21,1,single,2.29,2023,7
4,61,False,82,6315216,"hyperpop, art pop",0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,1.96,2023,7
3,55,False,64,424983,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,3.56,2023,7
14,48,False,78,4761364,bedroom pop,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.06,2023,7
17,45,False,63,1990839,k-pop,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.49,2023,7
3,50,False,84,34293318,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,1.82,2023,7
6,55,True,49,281826,trap metal,1VBKFrSZ7JSMAfBNz2nAcX,2023-07-21,7,album,3.2,2023,7
15,39,False,58,668804,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.27,2023,7
2,71,False,64,425177,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,1.83,2023,7
16,61,False,77,7753423,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.29,2023,7
23,60,False,64,425177,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,2.91,2023,7
12,45,False,79,6595164,,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,2.32,2023,7
6,45,False,81,26278854,soft pop,0BaIaHcyBXuOWeM4Aas4EW,2023-07-21,17,compilation,3.12,2023,7
6,53,False,64,425177,soundtrack,0rwbMKjNkp4ehQTwf9V2Jk,2023-07-21,24,album,5.79,2023,7
1,51,False,60,220555,slap house,1vDHV4XiihKINCQhWX04O6,2023-07-21,1,single,2.72,2023,7
8,0,False,76,8008992,alternative rock,1UCq004Z2Sjl5We1S0OOF6,2023-07-21,85,compilation,3.73,2023,7
1,45,False,55,263005,,694IwHsLbe9Eu9ANJBbR9w,2023-07-20,1,single,3.39,2023,7
1,1,False,83,17365648,dream pop,6EIC2a6khsh1h1DfG8WlBW,2023-07-18,2,single,4.65,2023,7
2,77,True,79,18615260,k-pop,53985D8g3JcGBoULSOYYKX,2023-07-14,3,single,3.07,2023,7
1,26,True,72,9463490,,35N2XoH2rveqI5FAB30HSf,2023-07-13,1,single,2.6,2023,7
1,48,False,45,1894,,4Nm0pr3Fr88FYrnYLJui6z,2023-07-13,1,single,2.32,2023,7
1,84,False,90,118692183,"alternative pop, electropop, dark pop",3AafSrFIbJPH6BJHiJm1Cd,2023-07-13,1,single,3.7,2023,7
11,46,False,71,4141160,"country, acoustic country",0nNeZehK2PNhzqxpCzqO2k,2023-07-12,31,compilation,4.38,2023,7
2,78,False,77,11611877,k-pop,5V729UqvhwNOcMejx0m55I,2023-07-07,2,single,2.57,2023,7
1,23,False,82,6416353,,07kam1Dks7GIucbSelfvyX,2023-07-07,1,single,3.1,2023,7
1,76,True,71,2570848,,55XQzGrXvQgpVWAn7mL7CT,2023-07-07,2,single,2.51,2023,7
1,19,True,52,55780,,6mNc406rR3OORVgsBmUgwc,2023-07-07,1,single,2.1,2023,7
7,66,False,74,2222327,,2T7LuxZRr6SQMgABLtoYTH,2023-07-07,15,album,3.1,2023,7
1,64,False,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",10SppFk45za4CHPEiiuQaD,2023-07-03,3,single,3.99,2023,7
1,37,False,43,5251,slap house,4lgm7ElEHHq6qByLCTrr0o,2023-06-30,1,single,2.13,2023,6
3,0,True,61,325311,,63ub9Mu2sxcHPPSxpBspMR,2023-06-30,4,single,2.89,2023,6
1,64,False,66,755880,dark r&b,6vX3fRpUBbJ5KD9ipuiIeZ,2023-06-30,1,single,3.12,2023,6
1,66,False,76,11246962,"brazilian bass, electronic, slap house, electro house",1yUD0trOHc8dudwm9VAiHs,2023-06-30,1,single,2.45,2023,6
11,44,False,68,1486975,"japanese classical, anime",561qUZZO6f2sILHUMlXmlM,2023-06-30,29,album,1.96,2023,6
1,5,True,84,49050008,"pop rock, alternative pop, pop punk",5kqfR7EuGbyp8x27Pr1kY9,2023-06-30,1,single,3.66,2023,6
1,67,False,82,6322030,"hyperpop, art pop",6MLx7SZjcmMHNUJc1Tcir0,2023-06-29,1,single,1.96,2023,6
1,47,False,60,644923,,5Q5ZxN5xo2Gw5Ddf6Sjs07,2023-06-23,1,single,2.48,2023,6
1,21,False,21,488,nightcore,1XVPXHVy3m0WKfwihW3bV5,2023-06-23,1,single,2.37,2023,6
1,41,True,41,30249,dark r&b,3ICpzfXsflBKy33YoVZYhe,2023-06-23,1,single,2.77,2023,6
1,37,False,37,5996,,3wudYTDiJdoHEgNdKvy74h,2023-06-23,4,single,2.42,2023,6
1,68,True,84,34297934,,5CM66hwjlbZ06LhONWXOAs,2023-06-23,1,single,1.82,2023,6
1,91,False,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",7tzVd1fwkxsorytCBjEJkU,2023-06-23,3,single,4.07,2023,6
1,58,False,72,318020,,2KTqJJVzXUalakSm6HcTdA,2023-06-16,1,single,3.22,2023,6
16,57,False,82,7430490,,78YYcghEDz2dHRx0EcDGXZ,2023-06-16,16,album,4.21,2023,6
2,75,False,82,7403257,,78YYcghEDz2dHRx0EcDGXZ,2023-06-16,16,album,4.09,2023,6
1,59,True,86,34742256,,38xgBOLAcKoYWMSXWUDH1E,2023-06-16,1,single,4.61,2023,6
6,78,True,85,10342615,melodic rap,5qmZefgh78fN3jsyPPlvuw,2023-06-16,15,album,2.08,2023,6
1,75,False,62,1067325,,2LVDNOUUy2g8517ZEtQIcK,2023-06-15,1,single,3.85,2023,6
1,39,False,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",2SQvwkhFgWxdf2q0ZZvpQi,2023-06-12,3,single,3.06,2023,6
1,46,False,59,441801,edm trap,3IqciDNeCpyycdfxs6AA6T,2023-06-09,1,single,3.72,2023,6
3,49,False,39,49536,,7kwav2MO9gEBS55o0Ui3n9,2023-06-09,14,album,3.13,2023,6
1,29,True,28,7683,,3SdAijqXWD1ApHzDmrs2zc,2023-06-09,1,single,3.58,2023,6
19,75,False,82,4379868,,1pb3je8gXTs5dpRRTKhHRC,2023-06-09,21,album,4.64,2023,6
1,26,False,42,8656,,4HSpsmFE2ODfPnEEcIhqwy,2023-06-09,1,single,2.67,2023,6
14,45,False,39,49536,,7kwav2MO9gEBS55o0Ui3n9,2023-06-09,14,album,4.22,2023,6
5,49,False,50,136853,,0sxjVtCBiHWdZLWyndytPJ,2023-06-08,9,album,2.89,2023,6
1,75,True,60,278024,hyperpop,6KLSjdqyjISLUhW8bx0Bqi,2023-06-06,1,single,1.98,2023,6
18,40,False,70,5589145,"country, pop country, acoustic country",1cLPPI2wuFaMW8EIKsav5O,2023-06-02,50,compilation,3.71,2023,6
1,81,True,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",5O0zUvdnJr0RbWzLFneN2i,2023-06-02,1,single,3.59,2023,6
3,0,True,61,325144,,5QWeJmTLGFlvrwg3BmFQHL,2023-06-02,3,single,2.98,2023,6
1,62,False,75,2223332,,57bOm4y0cT0j9Kwl7Osasj,2023-06-02,1,single,3.1,2023,6
1,70,False,64,84858,"hypertechno, slap house",57jsctxgXIlNnaWtZpjweW,2023-06-02,1,single,2.71,2023,6
1,68,True,76,18188680,"argentine trap, trap latino, urbano latino",5dKPhEYBhP8j85HcxQfaw6,2023-06-01,1,single,3.13,2023,6
1,58,False,61,26106,,49rPIZxBEwNFxZSdhcjiMr,2023-06-01,1,single,2.97,2023,6
1,81,True,80,6598184,"grime, uk grime, uk drill, drill",5l0QlaI3wdZpE7ggoO5Rwg,2023-06-01,1,single,3.81,2023,6
6,46,True,82,15684530,"emo rap, cloud rap",3PE5Orjcbkojb1KuTs33nX,2023-05-31,6,single,2.39,2023,5
1,51,False,56,18834,,28VqRVTfC8uUDvznujudi0,2023-05-29,1,single,1.67,2023,5
22,72,True,100,145396321,"country, pop, indie, folk",1fnJ7k0bllNfL1kVdNVW1A,2023-05-26,23,album,3.83,2023,5
2,77,False,79,4684957,,3rrrTOHiXGzuW4FP7t0O1A,2023-05-26,9,single,4.04,2023,5
1,25,False,19,610,deep house,1XgDcbfNverLwxAXcy1sP3,2023-05-26,1,single,2.4,2023,5
1,0,False,50,12555,,0xBscHpR8cx44lUwRAsftQ,2023-05-26,1,single,3.33,2023,5
3,66,True,78,9504357,"chicago drill, drill",6ciIG1XKTlVIn0Yl8rvsce,2023-05-26,21,album,3.73,2023,5
1,80,False,85,46891061,pop,5cH7FqB7JD5q1tJXJ7FHYu,2023-05-25,1,single,2.94,2023,5
1,54,False,47,25511,,5Gp0KtUh4aBc1zq3R0qH3H,2023-05-23,1,single,1.03,2023,5
1,0,False,40,138349,,2eg5syqQEvNHX7lKoMuTuO,2023-05-22,1,single,3.76,2023,5
1,59,False,72,963679,dark r&b,3XbnjCc9lPs0JgPym6Z6Mz,2023-05-19,2,single,2.53,2023,5
1,72,False,79,14043382,soft pop,0ECSyPejfD7oL95dD3jgoi,2023-05-19,12,album,3.39,2023,5
1,84,False,88,51821190,"alternative pop, indie pop",6jVg0POvGYH1Pt6lISl3ok,2023-05-19,2,single,3.48,2023,5
3,71,False,78,2822145,"progressive metal, metalcore",1gjugH97doz3HktiEjx2vY,2023-05-19,12,album,3.75,2023,5
1,52,False,78,41266350,,1UXk3tqoiztm67jUI7muv9,2023-05-19,3,single,3.17,2023,5
1,61,True,84,41176723,,2x4aShbWkdZ1h8sfO23yZN,2023-05-19,1,single,4.34,2023,5
2,60,False,79,12478974,,3hPyxRi49jls3gU6Si8JdF,2023-05-17,2,single,2.93,2023,5
1,67,False,79,20854863,soft pop,4mXHsCQ4aRccewmcKUxIBJ,2023-05-12,1,single,2.84,2023,5
1,28,False,41,11026,nightcore,0dk9CaL7kk66f0Z4DIM7aI,2023-05-12,1,single,2.38,2023,5
1,75,False,82,8489170,,1BOZNMzXTIkz8nUfGCxfpe,2023-05-11,1,single,2.82,2023,5
1,49,False,61,26114,,34wl04yj9vtN7FSlDMCzv1,2023-05-11,1,single,2.05,2023,5
2,41,True,35,37108,emo rap,13CmrUATgFyxu58rIkILZK,2023-05-05,2,single,3.86,2023,5
2,77,False,65,330171,"electroclash, witch house",56hrhzHAOsm5C7kSXzF4kh,2023-05-05,16,album,3.64,2023,5
1,0,True,59,246162,"german indie, german indie pop, german pop",16j5gY7gqDM1phRVqzgrbL,2023-05-05,1,single,3.56,2023,5
1,48,False,78,13212719,,3LpSBl8LPPFkoUeY6uLrZ3,2023-04-28,1,single,3.69,2023,4
1,41,False,26,2348,,1azcFDyJI3U77j2uxCiGr6,2023-04-28,1,single,2.25,2023,4
30,36,False,60,1956457,country,2izvuxJZ0wqpVH5pt6C64e,2023-04-28,44,compilation,3.1,2023,4
1,46,False,59,135959,,64quoSDYu7sZEXuMyXPIqQ,2023-04-27,1,single,3.06,2023,4
6,65,False,80,7978695,"edm, trance, big room",1Pl9ZGXwayXPg5qRVpYo74,2023-04-21,12,album,2.16,2023,4
1,57,False,66,754907,dark r&b,5Mn04JTuqg6pCwXQhgGbC3,2023-04-21,1,single,2.5,2023,4
14,51,True,77,7220459,baroque pop,6a15PoOmOueHCdogzhHRbh,2023-04-21,18,album,4.58,2023,4
2,70,False,80,7978695,"edm, trance, big room",1Pl9ZGXwayXPg5qRVpYo74,2023-04-21,12,album,2.74,2023,4
1,69,True,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",0Ct52rooGyvjv6qXrBPNzm,2023-04-21,2,single,4.47,2023,4
1,43,False,33,2505,,2K8XQhKYTdELqMiIt7V4es,2023-04-20,1,single,2.28,2023,4
9,79,False,68,3646136,"indonesian indie, indonesian pop, indie",6XVW3zoK1nmskW7drvHy9h,2023-04-18,10,album,4.35,2023,4
1,0,False,32,92528,,4JL0ZznYj1ebteH1OlQ31d,2023-04-18,1,single,2.4,2023,4
1,75,False,83,7470903,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos bélicos",7aGzSSUD8S6IhPCsZSiuMT,2023-04-17,1,single,3.24,2023,4
1,32,False,25,19649,,37YWIL8h1u1TZIzbKTETRA,2023-04-14,1,single,2.51,2023,4
1,74,True,86,47720209,"pop, hip hop, country",7qcSUc5Af63mhfTF60KTEA,2023-04-14,1,single,3.06,2023,4
2,38,False,29,29094,,0YiNeZCJUJLOl6xUekCBFV,2023-04-14,2,single,2.86,2023,4
1,17,False,70,2768544,,6NcI39WPu4kY6Tul11nhSv,2023-04-14,1,single,3.54,2023,4
1,53,False,61,26106,,3b372lvrEJ7mE1pFsDwBo5,2023-04-13,1,single,2.33,2023,4
13,28,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.7,2023,4
12,23,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,1.84,2023,4
2,32,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.82,2023,4
6,28,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.92,2023,4
7,27,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.67,2023,4
3,0,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,0.3,2023,4
11,30,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.82,2023,4
4,36,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.91,2023,4
1,36,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,4.92,2023,4
5,26,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.85,2023,4
8,25,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.5,2023,4
3,33,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,4.22,2023,4
7,29,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,4.17,2023,4
1,0,False,53,158574,"desi pop, bollywood, hindi indie, desi",52ujyfltTvDak6aBG9CNQu,2023-04-12,1,single,4.11,2023,4
10,0,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,0.14,2023,4
9,25,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.83,2023,4
5,30,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,4.52,2023,4
6,31,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,2.61,2023,4
9,29,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.98,2023,4
4,30,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.17,2023,4
8,27,False,81,26275803,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.62,2023,4
1,29,False,81,26278854,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.38,2023,4
2,27,False,81,26272346,soft pop,5BNUgsVK7qqfFnV046qHfW,2023-04-12,22,album,3.28,2023,4
1,68,False,0,0,,33JqWTchq6piiQddrRIvJX,2023-04-07,1,single,2.66,2023,4
1,30,False,41,11026,nightcore,31mnepf2dsr3nlpYApdhwc,2023-04-07,1,single,1.93,2023,4
1,72,True,95,103067383,rap,67WUCOjyl44d8fAFzHONjW,2023-04-07,1,single,4.53,2023,4
1,56,False,60,220555,slap house,29xmDbpP6xSw3Bs1d6YPHa,2023-04-07,1,single,2.71,2023,4
1,78,False,87,27141717,edm,327tc3Eruk1HP1w62iqROy,2023-04-06,2,single,2.33,2023,4
2,53,False,75,22219090,,6lbrHERXve89hrxuCpsJOg,2023-04-05,16,album,4.13,2023,4
20,63,True,86,24420596,,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,24,album,3.4,2023,3
1,49,True,76,5987057,"southern hip hop, rap, trap",6K67robZZpglKEFuNQWtsr,2023-03-31,1,single,2.98,2023,3
1,71,False,54,308503,"synthwave, chillwave, vaporwave",7njHOwYjouefEKp1XbTx95,2023-03-31,4,single,2.85,2023,3
21,67,True,86,24440038,,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,24,album,2.68,2023,3
7,47,True,65,559539,,1AJrpzYu5KAbDSvmyiIUhr,2023-03-31,15,album,2.86,2023,3
1,43,False,30,414,,3qsSpmoYiXKUp4hmakuINy,2023-03-30,1,single,2.43,2023,3
1,62,False,59,130408,dark r&b,687klfdVWV7wVtVzHZpEx8,2023-03-28,2,single,2.97,2023,3
1,0,True,86,24451340,,1pdqT6DBwIA0WElEspOA0v,2023-03-27,1,single,2.68,2023,3
1,0,True,32,7211,,6bQ4W8uGKShemNworalIj6,2023-03-25,1,single,2.75,2023,3
12,77,False,88,51798111,"alternative pop, indie pop",5HOHne1wzItQlIYmLXLYfZ,2023-03-24,16,album,4.63,2023,3
3,74,False,79,10844512,k-pop,4xc3Lc9yASZgEJGH7acWMB,2023-03-24,6,single,3.53,2023,3
13,80,False,88,51773650,"alternative pop, indie pop",5HOHne1wzItQlIYmLXLYfZ,2023-03-24,16,album,5.66,2023,3
1,21,False,27,2422,slap house,3kJq6sJF3eJWSxMioaEMCQ,2023-03-24,1,single,2.22,2023,3
26,18,False,62,2816087,"proto-punk, baroque pop",3pMMPsGXOpkvX3m21YCGX5,2023-03-24,36,album,3.34,2023,3
2,67,True,88,51821190,"alternative pop, indie pop",5HOHne1wzItQlIYmLXLYfZ,2023-03-24,16,album,4.75,2023,3
1,3,False,88,122773292,soft pop,43qfLpwe6sEOEqxVmOHRu0,2023-03-24,1,single,3.24,2023,3
14,82,False,83,13400486,country,5Uly85dJHHDfHQCsyUQ8gw,2023-03-24,18,album,4.42,2023,3
1,50,False,66,8862622,,7lAb1k0oyiwz7WONpINl5A,2023-03-24,1,single,2.95,2023,3
1,56,True,72,2133043,,67CW3pOkOhn5ugepbhxCJ4,2023-03-24,1,single,1.09,2023,3
1,75,False,77,8585717,latin,50uChhk7AKkzDKytDixjYW,2023-03-24,3,single,3.24,2023,3
6,58,False,88,51773650,"alternative pop, indie pop",5HOHne1wzItQlIYmLXLYfZ,2023-03-24,16,album,5.24,2023,3
1,0,False,46,28773,,5RNUxKdFTqfPcyFfSyIG4s,2023-03-23,1,single,3.07,2023,3
1,71,True,66,785952,,4h7ERA3MzqEh9B3edziLAn,2023-03-23,1,single,3.96,2023,3
22,78,True,85,21958567,"reggaeton, trap latino, urbano latino",3puAvurwvtvi1rodndIPW8,2023-03-23,23,album,3.29,2023,3
3,62,False,56,409725,,3pcb6cs5ZquBAOiZXuQQRA,2023-03-23,12,album,3.18,2023,3
1,77,True,65,445514,"reggaeton mexa, reggaeton, electro corridos, dembow belico",6aBVGuOUEuX18rHxyDWbti,2023-03-17,2,single,3.9,2023,3
1,74,False,62,99854,dark r&b,0cDcH04KfQpQe5cEo6agvL,2023-03-17,1,single,3.2,2023,3
2,72,True,76,3229233,,71MqBkcflJ1Rz1SHo8XSi5,2023-03-17,6,single,3.16,2023,3
1,65,False,65,802580,tropical house,4IUv9dcdWGXkug84xuIwX7,2023-03-17,1,single,2.88,2023,3
1,53,False,82,9112977,,5mS9VJU9Lv7YfQtu6bqKmt,2023-03-17,3,single,4.03,2023,3
15,81,True,91,26516295,pop,2g4aJTa5ejGpp0O0GKzWAQ,2023-03-17,17,album,3.09,2023,3
1,75,False,75,6442976,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",3Mm1P5CEEAiuJqBclr2EyU,2023-03-16,1,single,2.76,2023,3
1,56,False,61,26095,,0N0hk3tH9gOUDX0NkHIbNl,2023-03-16,1,single,2.62,2023,3
19,74,False,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",35dut3ICqF3NEDkjxfzJJ1,2023-03-14,21,album,3.88,2023,3
1,6,False,81,26558356,"country pop, rock, hip hop, experimental",0HiZ8fNXwJOQcrf5iflrdz,2023-03-10,13,album,3.34,2023,3
1,71,False,84,23078931,edm,22UyygZceCIfoE0RhENgKx,2023-03-10,1,single,3.1,2023,3
1,58,False,59,72278,dark r&b,0xsbdCQqV9Rl4K0d82aOe0,2023-03-10,2,single,2.69,2023,3
1,54,False,52,178379,christian folk,1a2RJNW9AkEtgK4Pt3hUlY,2023-03-08,2,single,3.23,2023,3
2,13,False,30,5446,southern gothic,7JhTlHuk4lt3ylNQMIDAY4,2023-03-03,9,album,3.32,2023,3
11,80,False,65,1005044,,7gA8QSNSZvHUYC9feFpeLj,2023-03-03,11,album,3.27,2023,3
1,31,False,62,141180,slap house,3mMAancciIstM6xJ2xYv0X,2023-03-03,1,single,2.65,2023,3
16,35,True,61,821037,,4V6qjHa2otWYkYHB6bdO1S,2023-03-03,18,album,4.22,2023,3
14,79,False,83,9469943,,5OZ44LaqZbpP3m9B3oT8br,2023-03-03,15,album,3.12,2023,3
2,35,True,88,13999205,country,6i7mF7whyRJuLJ4ogbH2wh,2023-03-03,36,album,2.73,2023,3
1,37,True,53,203154,"uk drill, drill, grime, uk grime",1GneUvQfEE0xn4z2UCNjQr,2023-03-02,1,single,2.91,2023,3
9,47,False,64,1581221,,6OU7EFtbj258KWnSd0SJFo,2023-03-02,11,album,2.92,2023,3
1,45,True,51,126108,,3jmmKIPtYmaC8XsDmVIO1W,2023-03-01,1,single,2.33,2023,3
44,40,False,25,20509,,1dJGmqeJGPl9jZrmoc0h5j,2023-02-27,66,compilation,3.49,2023,2
1,45,False,63,394210,soundtrack,1dJGmqeJGPl9jZrmoc0h5j,2023-02-27,66,compilation,1.12,2023,2
1,80,False,65,1194065,europop,0LRTS7FyYLppkDLOZT02Xp,2023-02-25,1,single,3.05,2023,2
6,80,True,87,60358474,"reggaeton, latin, urbano latino",4kS7bSuU0Jm9LYMosFU2x5,2023-02-24,17,album,3.29,2023,2
8,0,False,39,4948,,3ODj1uWvIT7kuNDlbnngmg,2023-02-24,11,album,3.58,2023,2
2,42,True,39,4952,,7LCWMz5qhflYOFta2pkrBE,2023-02-24,11,album,4.27,2023,2
2,6,False,63,1989684,k-pop,5letLUZIFsQikJYShfGNs4,2023-02-24,3,single,2.9,2023,2
1,72,False,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",6Exo0MYoL3XammoTDeihFy,2023-02-24,1,single,3.88,2023,2
4,5,False,50,227929,,3mKs4imLrMH2rq2CTrSKlt,2023-02-24,12,album,2.09,2023,2
1,74,False,83,9469943,,1y8Yw0NDcP2qxbZufIXt7u,2023-02-24,1,single,3.12,2023,2
4,0,False,39,4952,,3ODj1uWvIT7kuNDlbnngmg,2023-02-24,11,album,3.77,2023,2
9,77,True,85,7465428,,26z5llzd194mcCZHADWd6k,2023-02-24,16,album,3.97,2023,2
7,47,False,39,4948,,7LCWMz5qhflYOFta2pkrBE,2023-02-24,11,album,3.36,2023,2
1,1,False,70,10237757,,6IbldUF7xzRJuUDEApUCS3,2023-02-17,1,single,3.1,2023,2
1,64,False,63,2342730,,4XiUZULpVS6gTgKKU7KTX5,2023-02-17,1,single,3.47,2023,2
1,62,False,66,786453,,6FG85HWGBfk6AbHszOjuSN,2023-02-17,1,single,4.3,2023,2
1,53,False,61,26106,,2425ixzDuL4Oy9WEDsKnEp,2023-02-16,1,single,2.8,2023,2
1,59,False,44,61487,shibuya-kei,1vRxza3P5wbnqfieA27DAn,2023-02-16,1,single,4.66,2023,2
1,26,False,61,198190,,0DIb3dbnweowHxG7lKM3Es,2023-02-15,1,single,5.23,2023,2
1,80,False,78,6529086,bedroom pop,3KmSMUwyrakryureTNI4U8,2023-02-14,1,single,2.25,2023,2
1,25,False,10,187,,6nCPQIZWM5GLoZIdxTQU68,2023-02-13,1,single,2.57,2023,2
13,41,False,41,2311,,7zh839yQHDgZJASAuDmnpi,2023-02-10,34,album,4.45,2023,2
17,37,False,41,2314,,7zh839yQHDgZJASAuDmnpi,2023-02-10,34,album,1.64,2023,2
1,66,True,56,192529,,4eadTzshRApGna6Ppz5XwO,2023-02-10,1,single,2.37,2023,2
1,62,False,79,9792848,"pop punk, emo",6tG8sCK4htJOLjlWwb7gZB,2023-02-10,10,album,3.44,2023,2
1,69,False,88,31785695,"nu metal, rap metal, rock, alternative metal",7bN4OM5mtWq0UrAxdN6qMC,2023-02-10,1,single,3.32,2023,2
3,57,False,79,9792848,"pop punk, emo",6tG8sCK4htJOLjlWwb7gZB,2023-02-10,10,album,3.2,2023,2
1,1,False,58,146969,slap house,2S3AX5LheTOPfraEZPW6Ff,2023-02-10,1,single,2.69,2023,2
1,43,False,63,224352,"slap house, melbourne bounce",4tSBBYZHikk7WnaZclkZ0i,2023-02-10,1,single,2.31,2023,2
1,53,True,62,881780,,1TzD43H8N0nGO5GRIvlDge,2023-02-10,1,single,3.21,2023,2
1,72,True,82,19255400,melodic rap,3VvPLpCZR5viLBFTbzm6E1,2023-02-05,1,single,2.71,2023,2
3,21,False,39,14699,"anime, soundtrack",0tNFMwQRWZkDuxxhbrBZti,2023-02-05,35,album,2.51,2023,2
2,20,False,39,14688,"anime, soundtrack",0tNFMwQRWZkDuxxhbrBZti,2023-02-05,35,album,2.23,2023,2
1,19,False,65,1324293,soundtrack,376RpFh3WhZN3ecZ5mk68F,2023-02-03,1,single,3.09,2023,2
